Key Skills,Job Title,Job ID
 Customer management| Performance management| Customer satisfaction| Solaris Administrator| Linux Administrator| Unix Administrator| Trend analysis| Effort estimation| Virtualization,System Administrator,6578
 Relationship management| Display advertising| Google Analytics| Online marketing| Social media| Google AdWords| SEM| Omniture| SEO| Digital marketing,Head/VP/GM-Marketing,6579
 Content writer| Blogs| Content creation| Content Writing,Content Developer,6580
 SAP ERP| Transmission line| ERP Executive| Store Executive,Store Keeper/Warehouse Assistant,6581
 Fixed income| Troubleshooting| Risk management| Front office| Operational risk| People management skills| management| Reconciliation| Banking| Process management,Operations Officer,6582
 pre sales| market research| project management| selling skills| dealing| pipeline| tracking| it marketing| excellent communication skills| wins| Business Developer,Sales/Business Development Manager,6583
 risk management| macros| data analytics| data| mis reporting| data mining| banking operations| cognos| dashboards| excel| vba| written communication| ibm| operational risk management| reporting tools| ms office| communication skills,Data Analyst,6584
 P| PFDS| Equipment Sizing| HySYS| Hydraulic Calculations| Material Balance| Line Sizing| PRO II| IDS| FLaReNet| FEED,R&D Executive,6585
J2Ee| XML| SOA| UML| XSLT| Open source| HTTP| Unit testing| Web services| SOAP UI,Software Developer,6586
 MS SQL| SSIS| SSRS| Data modeling| Data management| Technical documentation| Server architecture| Architecture| MSBI| SSAS,System Analyst,6587
 Production Engineering| Manufacturing Operations| Industrial Engineering| Shop Floor| Sales| Cycle Time Reduction| Kaizen| Value Stream Mapping| VSM| Planning,Head/VP/GM-Production,6588
 Front end| jQuery| Javascript| developer| bootstrap,Software Developer,6589
 HR Recruiter,Recruitment Executive,6590
XML| Javascript| Application development| Object oriented design| System architecture| server| development| css| Architecture| html5| Debugging| developing| server side programming| tools| GIT| application| Coding| web| service| design| api| programming,Software Developer,6591
 Technical support| Outbound| Night shift| Antivirus| Senior Technical Support Associate| Technical process| Domestic BPO| Bonus| International BPO| Inbound calls,Associate/Senior Associate -(Technical),6592
 Administration management| Administration| Content management| Usage| Front end| Social networking| Management| Portfolio management,Regional Manager,6593
 senior sales executive| Direct Sales| Field Sales| senior sales manager| client servicing| Sales Management| senior sales officer| Business Development| Sales Manager,Sales/Business Development Manager,6594
 maintenance| press tools| tool room| cnc machines| cnc turning| tool room manufacturing| tool room management,Engineering Manager,6595
 css| vb.net| ajax| dot net| jquery| .net developers| asp.net| .net framework| web developer| html| wcf| mvc| c#| asp.net mvc| visual basic.net| entity framework| wpf| javascript| ms sql| linq| web technologies| .net| angularjs| software developer| asp,Software Developer,6596
 curriculum development| teaching| training| learning| Course Director,Curriculum Designer,6598
 psd| coding| dreamweaver| layout design| photoshop| corel draw| designing| illustrator,Graphic/Web Designer,6599
3D ANIMATOR| AUTO - DESK MAYA| character animation| animation,Animation/Graphic Artist,6600
 Sap Lumira,Software Developer,6601
 Computer science| Data analysis| Analytical| SQL Database Administrator| Trend analysis| data visualization| Powerpoint| Forecasting| Operations| Six sigma,Software Developer,6602
Sales| Client Relationships| Business Development Manager| B2B Sales| Solutions Sales| Corporate Sales,Sales/Business Development Manager,6603
J2Ee| Unix| Hibernate| Ajax| Core Java| JSP| MVC| Unit testing| BPO| infrastructure services,Software Developer,6604
 Collections expert| Customer Care officer| Technical Sales| Customer Service| CCO| CSE| CCP| Process Developer| International Bpo| BPO,Associate/Senior Associate -(NonTechnical),6605
website| adobe dreamweaver| web designer| html css| xhtml| css2| code| create| adobe flash| w3c,Graphic/Web Designer,6606
 RTOS| Embedded C| C++| Embedded Linux| Debugging,System Administrator,6607
 Pumps| Sales Manager| Service| ITI| Logistics| Industrial products| HVAC| Accessories| English| Email,Sales Executive/Officer,6608
 HR Policies| Training| Performance Management| HR Generalist Activities| Auditing| HR Processes| Statutory Compliance| Career Planning| Internal Audit| Business Solutions,Other,6609
 accounts payable| team handling| general accounting| taxation,Accounts Manager,6610
 Agile| Workflow| Healthcare| Data processing| Pega| Life sciences| Technology solutions| Automotive| Financial services| Bpm,Team Lead/Technical Lead,6611
 new projects| operations management| mis preparation| data analysis| mis reporting| formulas| pivot table| vlookup| warehouse| excel powerpoint| vba| mis| supply chain management| database analyst| bpo operations,Associate/Senior Associate -(Technical),6612
 QC| Networking| Project management| Corporate| Deployment| Management| Cost,Project Manager-IT/Software,6613
 Business Executive| Training| Chemistry| Research| Business | Executive| Web content| Training Executive,Content Developer,6614
 Credit Management| Underwriting| credit manager,Credit/Control Manager,6616
 Relationship management| Networking| Financial planning| New business development| Analytical| Market analysis| Monitoring| Investment strategies| Sales,Investment/Treasury Manager,6618
 Order management| Business process| SAP| jQuery| Performance management| Coding| Workflow| Unit testing| JIRA| Financial services,Software Developer,6619
 Retail| AutoCAD| Analytical,Design Engineer,6620
 Special Educator| Special Education Teacher,Special Education Teacher,6621
 Service| French| Direct sales| English| Email| Facebook| Administration| Operations| Inside Sales Representative| saint,Regional Manager,6623
 Unix| Linux| Datastage| Oracle database| Data warehousing| Oracle SQL,Software Developer,6624
 Sales| Lead Generation| Execution| Sales and marketing| Project Management| Business manager| Business Development| Planning| Marketing strategy| Marketing| Business Management,Business Alliances Manager,6625
 ppm monitoring| gl| cash management| Oracle Fusion| ppm| ap| ar| oracle purchasing| procurement,Functional Outside Consultant,6626
Surgical| Customer service| Auditing| SAP| PDF| MS Access| Account Representative| AS400| Analytical skills| Excel,Sales Executive/Officer,6627
 Customer Support| bd| bde| customer service| Customer Complaints| Sales Coordination| sales co ordinator| Business Development| Salesforce,Sales Executive/Officer,6628
ASP.Net| Sql Server 2008| WCF| Web services| Stored procedures| Ajax| Web designing| Packaging,Software Developer,6629
Visualization| Drupal| jQuery| Illustrator| Wordpress| Javascript| Photoshop| Indesign| Joomla| CSS3,Web Designer,6630
 marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Front Desk/Cashier/Billing,6631
 MongoDB| Unix| Linux| MySQL| Informatica| UML| Datastage| Python| Data structures| Data modeling,Software Developer,6632
 Recruitment| HR| recruiter,Recruitment Executive,6633
 vendor development| supply chain| Buying| procurement| purchase| Vendor Management| Vendor| merchandising,Merchandiser,6634
 Corporate Banking| HNI Client Handling,Regional Manager,6635
 development| python| javascript| web based| enterprise application| django| zope| web development| user interface,Software Developer,6636
 Core Java| jQuery| Coding| JSP| MySQL| Agile| Struts| HTML| JSON| Scrum,Software Developer,6637
 Financial Advisor,Sales/Business Development-Manager,6638
 BPO| Telecom| Pharma| Management consulting| Security services| Market research| FMCG| Business intelligence| Analytics| Financial services,Corporate Planning/Strategy Manager,6639
 layout| product| images| clients| graphic designing| design| graphics| graphic designer| printing,Graphic Designer,6640
 hr recruiter| contract staffing| recruiter| sourcing| staffing| talent acquisition| technical recruitment| recruitment consultant| technical recruiter| recruitment| permanent staffing| it recruiter,Recruitment Executive,6641
CTO| DevOps| IT Operations| WSO2| Open Source,Team Lead/Technical Lead,6642
C#| Ajax| Visual Studio| Web Services| .Net| MS SQL| Stored Procedures| Html5| Web Technologies| SQL Database| .Net Developer,Software Developer,6643
 VMware| Network Engineer| Networking| LDAP| VPN| Network security| Active directory| cisco| Technical support| Firewall,Sales/Business Development Manager,6644
 BPO| International Call Center| Non Voice Process| customer support executive| Calling| customer support| voice process| voice support| Domestic| Customer Care| Fresher| Call Center| customer care executive,Telecalling/Telemarketing Executive,6645
 Healthcare| Nutrition| Service| Recruitment| Copyright| Map| Management| SIT| process| Support,Nutritionist,6646
 SAP MM| Troubleshooting| Remedy| Change management| Release management| System maintenance| Testing,Team Lead/Technical Lead,6647
Balance Sheet Finalisation|profit centre & balance finalisation|profit & loss finalisation|profit & balance finalisation,Finance/Budgeting Manager,6648
 HR Generalist Activities| HR Generalist| hr operations,HR Executive,6649
 Scheduling| Publishing| Monitoring| Service management| Automation| Powerpoint| Six sigma projects| Action plan| Excel| Feasibility analysis,Associate/Senior Associate -(Technical),6650
 mobile applications| apache cordova| phonegap| ios| application development,Testing Engineer,6651
 indirect taxation| GST,Taxation(Direct) Manager,6652
 Technical| Sales Associate| Technical support| process| Issue| Senior| Inbound calls| Bonus| US shift| life,Associate/Senior Associate -(Technical),6653
 Windows| VMware| Troubleshooting| Cisco| Virtualization| Cloud computing| Payroll| Change management| BPO| Disaster recovery,Software Developer,6654
Business Development Management| Inside Sales| Marketing| Lead Qualification| Demand Generation| Sales Presentations| US Market| New Business| B2B| Presentation Skills| Closure| Event| Partnership| Microsoft,Sales/Business Development Manager,6655
 Blended Process| Communication Skills| blended| captive unit| freshers| Customer Care Executive| bpo| backend| Voice Process,Associate/Senior Associate -(NonTechnical),6658
 technical support| printers| customer support| Technical Support Engineer| Customer Support Engineer| Xerox| Canon| Ricoh,Customer Support Engineer/Technician,6659
 mechanical engineering,Senior Design Engineer,6660
 business development| mba| bidding| software services| offshore| written communication| verbal| experience| communication skills| be,Sales/Business Development Manager,6661
 Teaching| Educator| Counselor| Mentor| Trainer| Advisor| Associate Professor- MEDICAL & ALLIED SCIENCES,Lecturer/Professor,6662
 Fixing Appointments| Lead Generation| cold calling| Outbound Sales| Telesales| Concept Selling| Timeshare| Product Marketing| outbound calling| telemarketing,Telesales/Telemarketing Executive/Officer,6663
 siebel| hyperion| peoplesoft| interfaces| python| mq| software| web applications| tools| jquery| database| web,Software Developer,6664
 Lead generation| Data analysis| Google Analytics| Social media| Brand awareness| Taxation| Digital marketing| SEO| Monitoring,Marketing Manager,6665
 wcf| c#.net| visual studio| .net| JSON| web services,System Analyst,6666
 Training| Lean| Six Sigma| Performance Improvement| Business Process| Process Improvement| Process Excellence| Management Systems| Strategic Planning| Risk Management,Business Analyst,6667
 Software| Senior| Oracle| XML| jQuery| WCF| microsoft| Configuration management| Test cases| Module,Software Developer,6668
operations management| inventory control| inbound| outbound| warehouse management| customer service| cost management| 3pl,Warehouse Manager,6669
 Supply Chain| Demand Planning| Logistics| Supply Planning| Operations| Warehouse Operations,Head/VP/GM-SCM/Logistics,6670
 PHP| MVC| OOPS| Javascript| React.js| RDBMS,Software Developer,6671
project management|organization skills|software development|management skills|information technology|time management|leadership|scrum|agile development,Project Manager-IT/Software,6672
 Sales| hiring| agency management| health insurance| Agent Recruitment| Insurance Sales| agency sales,Sales/Business Development Manager,6673
 holiday packages| costing| itinerary| handling| customers| seo| international| follow ups,Webmaster,6674
 Testing| Software Quality Assurance| API Testing| Webservices Testing| Test Automation| Selenium| Webservices| SQL Server| Performance Testing| Security Testing| Application Testing,Testing Engineer,6675
Service Industry| Sales| B2C Sales| Sales Executive Activities,Sales Executive/Officer,6676
 public relation| branding| media strategy| external communication| internal communication| corp comm,Corporate Communication Executive,6677
 bpo| voice| call center operations| backend operations| back office| back office operations| back office executive| call center,Fresher,6678
 Medico Marketing| Medical Writing,Documentation/Medical Writing,6680
 Sharepoint Administration,Software Developer,6681
 photoshop| dhtml| animation| adobe illustrator| graphics design| html css| graphic designer| flash action scripting| web| flash,Web Designer,6682
 Data validation| operational support| Financial reporting| Accounting| UDS| Process improvement| Reconciliation| Taxation| External reporting| Auditing,Finance Executive,6683
JMS| Core Java| J2Ee| big data| Spring,Software Developer,6684
 typography| graphic designing| designs| graphics design| websites| designer| logos| creative,Graphic Designer,6685
 Training| Labour| HSE| HSE Manager| Machinery| Automotive| Fire safety,Safety Officer/Manager,6686
Supervisor| AutoCAD| Illustrator| Project management| Research| Budgeting| Interior designing| 3DSmax| space planning,Interior Designer,6687
 Sales| Web technologies| web,Software Developer,6688
 Jenkins| DevOps| Bash Scripting| Shell Scripting| RDBMS| Cloud| MongoDB| AWS| IT Infrastructure| Python,System Administrator,6689
 Marketing Manager| English language| Service industry| Consultancy| Servicing| BASIC,Marketing Manager,6690
 RTL| Verilog| VHDL| System Verilog| Synthesis| EDA| Scripting,Software Developer,6691
 Logistics| Customer experience| Web services| E-commerce| Infrastructure| Electronics| Advertising| Intern| Cloud| Sales| development| technical| application| support| web| it,Software Developer,6692
 hr strategy| recruitment| grievance handling| manpower budgeting| pf| Employee Engagement| Factory Hr| Personnel Management| industrial relation,Employee Relations Executive,6693
 budgeting| pricing| valuation| assets| actuarial| business valuation| liabilities| diligence| coordinating| experience,Financial Analyst,6694
web services|webcenter|oracle adf,Software Developer,6695
 Hr Recruiter Internship| ERP| MS Data management| MIS| Reports| HR Policies| Recruitment| Talent Acquisition| Talent Management| Human Resources| Succession Planning| Stakeholders| HR Head,Recruitment Executive,6696
Tomcat|JBoss|Linux|Java|C|Apache Web Server|Aem|Splunk|Web Technologies|OS,Software Developer,6697
 Objective C| IPad| XCode| IOS| IPhone| Core Data| Swift| Server Side| Performance Tuning| Web Technologies,Software Developer,6698
 Statutory Audit| Financial Statements| Internal Audit| Accounting| Finance| Account Management| Accounts Receivable| Accounts Finalisation| Accounts Payable| Auditing,Financial Accountant,6699
 Predictive Modeling| Big Data Analytics| Hadoop| Spark| Predictive Analytics,Datawarehousing Technician,6700
 HTML| C#| ASP.Net| CSS| React.Js| .Net| MS SQL,Software Developer,6701
Non IT Recruitment|Communication Skills|Talent Acquisition|Recruitment|Sourcing|Executive Search|Leadership Hiring|Lateral Hiring|Bulk Hiring|Executive Hiring|Industry Mapping|Head Hunting|Manpower Sourcing,Recruitment Executive,6702
 tech support| IT Helpdesk| international voice process| Technical Support| Technical Support Representative,Technical Support Engineer,6703
 Outbound| Antivirus| Technical support| Sales| Technical Support Executive| Technical| US shift| Inbound voice process| Customer Service Executive| Comp,Associate/Senior Associate -(Technical),6704
 Outbound| Troubleshooting| Technical support| Domestic BPO| Antivirus| Comp| International BPO,Associate/Senior Associate -(Technical),6705
Javascript| Agile| CSS3| Front end| UI development| Integration testing| Software product development| Client satisfaction| User interface designing| Web technologies,Software Developer,6706
 Learning| screening| Sourcing| HR| Recruitment| Communication| Interpersonal Skills,HR Executive,6707
Unix| SQL| Linux| developing| Troubleshooting| research| java| usability| ui| Db2| RDBMS| design| json| rest| development| ux| Debugging| testing| XSLT| javascript| messaging| jQuery| XML| developer| agile| support,Software Developer,6708
 IT Recruiter| Screening| IT Recruitment| Sourcing| Recruiter,Recruitment Executive,6709
 Java Full Stack,Software Developer,6710
 SQL| Unix| Agile| Pentaho| big data| Analytical skills| Interpersonal skills| devops| hive,Software Developer,6711
 MEP| Quantity surveying| Billing| Real estate| Costing| Cost estimation| Claims| Consulting| Engineering project management| Assistant Manager Electrical,Electrical Engineer-Industrial,6712
 Location Head| Sales Manager,Branch Manager,6713
 ssas| ssrs| t - sql| sql server| communication skills,Software Developer,6714
 Salesforce| FMCG| Retail,Software Developer,6715
 coding| php mysql| testing| specification| web development| implementations,Software Developer,6716
 SAP Basis,Software Developer,6717
 sales & marketing| Direct Sales| selling| sales marketing| corporate sales| sales,Sales Executive/Officer,6718
 SAP BPC| Business Planning| Technical Management| Software Packages| Quality Assurance,Outside Technical Consultant,6719
 it recruiter,HR Executive,6720
 system administration| it infrastructure| network infrastructure,System Administrator,6721
 social media optimization| digital marketing| online marketing| smo| search engine optimization| search engine marketing| seo| on - page optimization| Off - page Optimization,Software Developer,6722
 Scheduling| Technical Architect| Management,Project Manager-IT/Software,6723
 Social media| Consulting| Resourcing| Computer science| Administration| Business Analyst| Legal| Agile,Business Analyst,6724
 XML| MySQL| Ajax| Performance tuning| E-learning| technical| developing| jQuery| application| web| oops| php| CakePHP| MVC| web application security| CRM,Software Developer,6725
 BPO| Accounting| Finance| KPO| Accounts Payable,Financial Accountant,6726
 zonal| product management| handling| rms| mrs| sales marketing| marketing| company| opthalmology| communication skills,Regional Manager,6728
 oracle fusion,Software Developer,6729
 Hibernate| SQL| MongoDB| server| algorithms| Automation| Tomcat| OOAD| Data structures| spring| Core Java| Backend| java| Spring framework| application,Software Developer,6730
 SQL| Hibernate| Core Java| UML| Consulting| Technical Associate| Root cause analysis| Object oriented programming| Senior Technical Lead| Mentor,Team Lead/Technical Lead,6731
 Manager Client Servicing| Director| Corporate| SIDE| SEO| PPC Executive,Industrial Engineer,6732
 HR| Talent Management| Talent Acquisition| Compensation| PMS| Benefits| Human Resource Management| General Management| Communication Skills,HR Business Partner,6733
 jQuery| WCF| IIS| Visual Studio| Service| LINQ| Reporting tools| ASP.Net| C| Database,Software Developer,6734
Oracle Apps| Oracle SCM| R12,Functional Outside Consultant,6735
 automation framework| Automation testing| Manual testing| Analytical| Agile| Selenium| Test cases| Troubleshooting| SDLC| Python,Testing Engineer,6736
 Issue| Inbound calls| Bonus| US shift| Software| Sales Associate| Technical support| International BPO,Associate/Senior Associate -(NonTechnical),6737
 Jenkins| Regression Testing| Software Quality Assurance| Selenium| Functional Testing| Testing,Testing Engineer,6739
 Computer science| PMP| Project management| Risk assessment| Technical| Project planning| Scheduling| Client relationship| Business understanding| SDLC,Project Manager-IT/Software,6740
 Project Execution| Drafting| Detail Design| Detailing| Design Engineering| Waste Water Treatment| Process Design,Design Engineer,6741
 Firmware| C++| C| Communication Protocols| ARM| IoT| Debugging| Embedded System| Linux OS| Network Protocols,Team Lead/Technical Lead,6742
 Outbound| Antivirus| Technical support| process| Sales| Inbound calls| US shift| Business Executive| Comp| International BPO,Associate/Senior Associate -(NonTechnical),6743
 System administration| Housekeeping| Usage| Standard operating procedures| Infrastructure| IT infrastructure| Administration| Monitoring| Hardware| Networking,Network Administrator,6744
 Simulink Modeling| Real Time Simulation System| Project Engineer| AutoCAD| Adobe,Design Engineer,6745
 Auditing| Forecasting| FMCG| Procurement| Raw material| Assistant Manager Finance| Production handling| Technical analysis| Company Secretary| Finance Executive,Finance Executive,6746
 activemq| GIT| Analytical| MySQL| Data structures| MongoDB| Analytics| SQL| Python| Technical documentation,Software Developer,6747
 voice| cse| customer service| customer support,Associate/Senior Associate -(NonTechnical),6748
 Maintenance| Installation| Production| Commissioning| Technical Support,Service/Maintenance Engineer,6749
 .Net| .Net Architect| SQL| NoSQL| CTO| AWS| Azure| MongoDB| RDBMS,Software Developer,6750
 HR| human resource| Recruitment,Recruitment Executive,6751
 IT Sales| IT Product Sales| Sales| IT Hardware Sales| Solutions Sales| Server| Storage Sales| IP,Sales/Business Development Manager,6752
 procurement| purchase| new vendor development| strategic sourcing| vendor management| price negotiation| product sourcing| product vendor development,Purchase/Vendor Development Manager,6753
 c#| singleton| MVVM| WPF| design pattern| winform| oops| windows forms| .net| c#.net| DESKTOP APPLICATION,Software Developer,6754
Rest|NLP|Unit Testing|Analytical Skills|Continuous Integration|Web Technologies|CHATBOT|Javascript|End User|Python|SQL,Software Developer,6755
SAP SRM|SAP MM|Procurement|Partner Development|Partner Management|Supply Chain|Techno Functional|SAP ERP|Test Scenarios|Corrective Action,Functional Outside Consultant,6756
Computer science|Business process|JMS|Hibernate|Core Java|Multithreading|Data structures|Application development|JPA|ExtJS,Software Developer,6757
 it recruitment| screening| technical recruitment| hiring| technical recruiter| recruiter| it recruiter| sourcing,Other,6758
 UMTS| C| Linux| Architecture| GDB| software| Programming| developing| LTE| embedded,Software Developer,6759
 Team Handling| Hindi| Inbound| customer relationship management| CRM,Team Leader -(NonTechnical),6760
continuous integration|Core Java|Rest|NoSQL|Git|Mockito|JUnit|JSP|UI Development|Javascript|Redis|Spring Boot,Team Lead/Technical Lead,6761
 sales manager| zsm| zonal manager| zonal business manager| Gastro| dsm,Sales Promotion Manager,6762
 Effective Communication Skills| CPT| CPC| Medical Records| ICD| Anatomy| Medical Coding| ED,Medical Transcriptionist,6763
 Teaching| French| Spanish,Teacher/ Private Tutor,6764
 c#| Java| JSON| JQuery| ASP.Net MVC| sql server| SQL| asp.net| Javascript| ASP.Net| .Net| MVC| Net| c#.net| Ajax| T - SQL,Software Developer,6766
 Purchase| Financial Reporting| Negotiation Skills| Service Quality| Analytical Skills| Finance| Report Preparation| Supply Chain| Contract Negotiations| Market Research,Purchase Executive,6767
global delivery|HP Exstream Dialogue|project management|pmp|prince2|OpenText Exstream|Printnet|Sefas|Thunderhead|Papyrus|itil|GMC Inspire,Project Manager-IT/Software,6768
 Sales| Area sales| Budgeting| Management| Sales Manager| Cost| Sales management,Sales/Business Development Manager,6769
Outsourcing|Operations|Security implementation|sap hana|risk compliance|SAP security|Manager Technology|Technical support|Troubleshooting|Management,Business Analyst,6770
 Information Technology| Splunk| Cyber Security| admin| architect| Power User,Technical Architect,6771
Business process|Architecture|Analytical|Project management|Software development life cycle|Workflow|Pega|Outsourcing|Operations,Software Developer,6772
 Supply chain management| Machine learning| Predictive analytics| data science| Financial management| Data analytics| HR| data visualization| Performance improvement| Python,Business/EDP Analyst,6773
Db2| Technical support| AS400| Coding| Automation| RPG| iSERIES| Solution design| SDLC| Web services,Software Developer,6774
Presentation|Communication Skills|Sales|Lead Generation|cold calling|inside sales|presales,Proposal Response Manager,6775
 Corporate Liaison,Sales Executive/Officer,6776
 system| Project Management| Staffing| HSE training| Incident investigation| Consulting| Lead| Project engineering| support,Industrial Engineer,6777
 Interpersonal skills| Control| Internal audit| Sharing| Analytical| Banking operations| Written communication| Report preparation| MS Office| Business Executive,Finance Executive,6778
 voice process| international bpo| sales| business development| bde| business development executive| mba fresher| mba marketing fresher| Relationship Executive,Associate/Senior Associate -(NonTechnical),6779
implementdevelop| SAP| R / 3| GuiXT| GuiXTFuzion| Designer| Server| design| requiremen,Software Developer,6780
it project management| pmp| pmo| it projects| project plan| Project Management Officer| Prince2,Project Manager-IT/Software,6781
 Robohelp| Development Testing| Writing Skills| Editing| Journalism| MS Office| Content Writing| Fact| Computer Skills| English Language,Content Developer,6782
 AUTOSAR| Bootloader| Embedded C| UDS| Embedded Development| Embedded Programming,Software Developer,6783
 market analysis| value ing| project sales| good | commercial negotiations| electrical| sr| responsibility,Sales/Business Development Manager,6784
 javascript| java| jsp| jquery| .net| production support,Technical Support Engineer,6785
 Outbound| Support| Customer care| US shift| Bonus| Sales process| Technical support| Inbound sales| International BPO,Telecalling/Telemarketing Executive,6786
 Customer service| Product launch| Banking| Customer experience| Content development| Training| Transition| Testing| Front end,Customer Service Manager,6787
 Area Sales Management| Regional Management| Territory Sales Management| ASM| Marketing,Sales/Business Development Manager,6788
 Accounting| Finance Control| Taxation| Financial Management| Financial Reporting| Auditing| Budgeting| Management Reporting| Tax Compliance| Hotel Operations,Head/VP/GM-Accounts,6789
 PHP| Web Development| Web Developer| Laravel| CakePHP| Yii| Software Engineer| software developer| software programmer,Team Lead/Technical Lead,6790
 Consulting| Change management| Networking| Heavy machinery| Industrial products| Flex| management| Executive search| Database,HR Manager,6791
 SAP| Module| Recruitment| Email| CV| MIN| HR consulting| Unit testing| Typing| IT consulting,Software Developer,6792
ingredient|Industrial Sales|Key Accounts|Natural Oil|B2B Sales|foods raw Material|Aromatic Oil|Flavours|cosmetics|Fragrances|B2B|Chemical|Essential Oils|Cosmetic raw material|Pharmaceuticals raw materials|Herbal|aroma,Sales/Business Development Manager,6793
 bpo| international bpo| wipro| amazon| online marketing| ibm| content writing| international call center| ebay| under graduate| social media,Associate/Senior Associate -(NonTechnical),6794
 Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems,Technical Architect,6795
 Internet technologies| Senior| Consulting| E-commerce| Software,Software Developer,6796
 sales analysis| trend analysis| competitor analysis| market analysis| secondary sales| performance analysis| wholesale| merchandising,Merchandiser,6797
 Photoshop| Illustrator| Indesign| Flyers| Banners| Posters| HTML| CSS| Adobe Creative Suite| Javascript| Wordpress| PHP,Graphic/Web Designer,6798
 Ticketing| Airlines| Business Analyst| Analytical| MICE| Forecasting| Foreign exchange| Financial services| Wholesale| Travel insurance,Branch Manager/Regional Manager,6799
 Excel| Powerpoint,Associate/Senior Associate -(NonTechnical),6800
11g| Patching| Cloning| RAC| ASM| Middleware| Oracle Apps DBA,DBA,6801
 Statutory Audit| stat audit| Accounting| Risk Management| Auditing| US Gaap| Team Leading| Corporate Social Responsibility| external audit,Chartered Accountant,6802
 Recruitment| talent acquisition| IT Recruitment| technical recruitment| technical hiring| it hiring,Recruitment Executive,6803
 XML| SEO| SQL| Order management| Telecom| ERP| USB| Test cases| microsoft| Information technology,Software Developer,6804
O2C| Customer Service| international bpo| csr| cce| inbound| customer care| call center| cco| customer support| csa| AR| fresher| calling| Collections| customer handling,Associate/Senior Associate -(NonTechnical),6805
 Photoshop| Illustrator| Adobe After Effects| Graphic Designing| Adobe Premiere| Premier| Motion Graphics| Animation| Infographics| Art| Video Editing,Graphic Designer,6806
 Tally| Accounting System| Finance| Account Management| Taxation| direct taxation,Accounts Manager,6807
aml|global delivery|project management|audit documentation|auditing|internal audit|finance,Accounts Executive/Accountant,6808
 sales| marketing| business development| field sales| direct sales| sales associate| educational sales| corporate sales| sales executive| sales representative| marketing representative| marketing executive| sales marketing| sales insurance,Sales Executive/Officer,6809
 Direct marketing| Account management| Online marketing| Market research| Event management| Product marketing| Business strategy| Social media marketing| Product planning| Strategic partnerships,Sales/Business Development Manager,6811
 Technical Consultant| SAP SD| SAP ABAP| SAP MM| SAP PP| WebDynpro| SAP FI| Performance Tuning| Functional Consultant,Functional Outside Consultant,6813
 Computer science| PDF| Business Analyst| Bfsi| Application programming| Analytical| Test scenarios| SOW| Software services| Customer interaction,Business Analyst,6814
 relationship manager| relationship officer| customer relationship| relationship management| relationship executive| customer relationship manager| senior relationship manager| banker| banking,Accounts Executive/Accountant,6816
 Technical| support| Outbound| Antivirus| Comp| Sales| US shift| Inbound calls| process| Medical,Associate/Senior Associate -(NonTechnical),6817
 SOA| Financial Analyst| Asset management| Process Associate| Cash management| Expense management| Oracle e-business suite| it advisory| Oracle Fusion| iProcurement,Outside Technical Consultant,6818
J2Ee| Java| Production Support| Agile| FTL| WCM| AEM| JENKINS| Mockito| Spring,Software Developer,6819
Java|Angularjs|Azur|Perl|AWS|Angular|Python,Team Lead/Technical Lead,6820
 automation framework| Test strategy| Selenium| Health insurance| Automation testing| Web services| Test estimation| Analytical| Automation tools| Testing,Team Lead/Technical Lead,6821
 Travel Sales Consultant| sabre| amadeus| GDS,Associate/Senior Associate -(NonTechnical),6822
 Software testing| Automation testing| Manual testing| Management Trainee| Technical Lead,Testing Engineer,6823
 Root cause analysis| asset servicing| Regulatory reporting| Accounting| Banking operations| Reconciliation| Technology solutions| Operations| Testing,Accounts Executive/Accountant,6824
 Networking| New business development| Relationship building| Talent management| affordable housing| human capital| Business Executive| Market| Channel development| Selection process,Sales/Business Development Manager,6825
Agile Methodology|Core Java|REST|Github|Software Engineering|Web Technologies|J2Ee|Spring|AWS|Web Services|SQL,Software Developer,6826
 server| php mysql| interfaces| automation| configuration| design patterns| ajax| jquery,Team Lead/Technical Lead,6827
 SQL| Java| Python| R| Software Development| VBA| Advanced Excel| Data Analytics| C#| Predictive Modeling,System Analyst,6828
 Analytical skills| Client meeting| C| Underwriting| Cash flow| Customer relationship| Credit analysis| Management| Cam,Credit Officer,6829
 Export Executive,Documentation/Shipping-Executive/Manager,6830
 critical care| Consultant| medicine| ICU| hospital| resident,Microbiologist,6831
 SAP| GAAP| Database| Cash flow| MS Office| Forecasting| Balance Sheet| Supervision,Financial Analyst,6832
 Ubuntu| Linux| Docker| Datacenter| System Administration| OpenStack| RHEL| CentOS,Software Developer,6833
 Analytical| Risk management| Front end| Service operations| Corporate credit| Servicing| MS Word| Customer service| Service quality| Credit administration,Associate/Senior Associate -(NonTechnical),6834
 collection| Recovery| Credit Control| billing,Credit/Control Manager,6835
 css| wordpress| adobe after effects| vfx| photoshop| bootstrap| adobe premiere| jquery| autodesk maya| content development| indesign| real flow| angularjs| corel draw| illustrator,Trainer,6836
 Network Engineer| Technical Support Engineer| Linux Engineer| WinTEL Servers| IT Analyst,Customer Support Engineer/Technician,6837
 CRM| Laptop| Customer relationship| Client management| Photoshop| Web designing| SAT| Illustrator| Social media| Graphics,Associate/Senior Associate -(NonTechnical),6838
